id,mean,mode,median,var,std,median,min,q1,q2,q3,q4,max 
total of function:selectionsort---feature:M_VAL_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:selectionsort---feature:M_VAL_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:selectionsort---feature:M_VAL_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:selectionsort---feature:M_VAL_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:selectionsort---feature:M_VAL_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:selectionsort---feature:M_VAL_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:selectionsort---feature:M_VAL_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:selectionsort---feature:M_VAL_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:selectionsort---feature:M_VAL_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:selectionsort---feature:M_VAL_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:selectionsort---feature:M_VAL_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:selectionsort---feature:M_VAL_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:selectionsort---feature:M_VAL_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:selectionsort---feature:M_VAL_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:selectionsort---feature:M_VAL_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:selectionsort---feature:M_VAL_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:selectionsort---feature:M_VAL_29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:selectionsort---feature:M_VAL_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:selectionsort---feature:M_VAL_31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:selectionsort---feature:M_VAL_32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:Total_Operands,361.489,566.0,296.0,59778.59787900019,244.4966214061049,296.0,62.0,152.0,296.0,566.0,854.0,854.0
total of function:matrix_mult---feature:DistinctOperands,106.966,143.0,125.0,1523.5448439999927,39.03261256949108,125.0,23.0,78.25,125.0,140.0,143.0,153.0
total of function:matrix_mult---feature:ProgramLength,1002.027,234.0,842.0,386791.4402710004,621.9255906223833,842.0,232.0,462.0,842.0,1519.0,2263.01,2274.0
total of function:matrix_mult---feature:VocabularySize,133.086,169.0,151.0,1525.5666040000012,39.05850232663819,151.0,49.0,104.25,151.0,167.0,169.0,185.0
total of function:matrix_mult---feature:ProgramVolume,7243.125459999998,1320.66,6083.465,22440203.679235555,4737.109211242185,6083.465,1302.61,3119.5200000000004,6083.465,11201.2075,16748.217999999997,16829.6
total of function:matrix_mult---feature:Effort,367209.92396999954,44352.24,195128.315,139699718234.8909,373764.25489189156,195128.315,42279.44,70889.3575,195128.315,586932.7625,1305032.3291,1368754.25
total of function:matrix_mult---feature:ProgramLevel,0.028980000000000183,0.04,0.03,0.00011355960000000254,0.010656434675819232,0.03,0.01,0.02,0.03,0.04,0.05,0.05
total of function:matrix_mult---feature:ProgramLevel.1,0.028980000000000183,0.04,0.03,0.00011355960000000254,0.010656434675819232,0.03,0.01,0.02,0.03,0.04,0.05,0.05
total of function:matrix_mult---feature:DifficultyLevel,40.18487000000006,77.64,33.58,292.9168593830996,17.11481403296862,33.58,21.55,25.72,33.58,52.18,78.18,88.0
total of function:matrix_mult---feature:TimeToImplement,20400.551030000042,2464.01,10840.46,431171975.1989625,20764.680955867407,10840.46,2348.86,3938.3,10840.46,32607.377500000002,72501.7922,76041.9
total of function:matrix_mult---feature:BugsDelivered,2.414375153333334,0.44022,2.0278216666666666,2.4933559643595147,1.5790364037473976,2.0278216666666666,0.4342033333333333,1.0398400000000003,2.0278216666666666,3.7337358333333333,5.5827393333333335,5.609866666666666
total of function:matrix_mult---feature:Sloc,25.96,24.0,24.0,188.23839999998557,13.719999999999475,24.0,24.0,24.0,24.0,24.0,122.0,122.0
total of function:matrix_mult---feature:DecisionPoint,3.4,3.0,3.0,7.839999999999855,2.799999999999974,3.0,3.0,3.0,3.0,3.0,23.0,23.0
total of function:matrix_mult---feature:GlobalVariables,3.14,3.0,3.0,0.9604000000000812,0.9800000000000414,3.0,3.0,3.0,3.0,3.0,10.0,10.0
total of function:matrix_mult---feature:If,3.4,3.0,3.0,7.839999999999855,2.799999999999974,3.0,3.0,3.0,3.0,3.0,23.0,23.0
total of function:matrix_mult---feature:Loop,3.18,3.0,3.0,1.5876000000000503,1.26000000000002,3.0,3.0,3.0,3.0,3.0,12.0,12.0
total of function:matrix_mult---feature:Goto,0.02,0.0,0.0,0.019599999999999083,0.13999999999999674,0.0,0.0,0.0,0.0,0.0,1.0,1.0
total of function:matrix_mult---feature:Assignment,10.7,10.0,10.0,24.009999999997977,4.899999999999793,10.0,10.0,10.0,10.0,10.0,45.0,45.0
total of function:matrix_mult---feature:ExitPoint,2.14,2.0,2.0,0.9604000000000812,0.9800000000000414,2.0,2.0,2.0,2.0,2.0,9.0,9.0
total of function:matrix_mult---feature:Function,2.14,2.0,2.0,0.9604000000000812,0.9800000000000414,2.0,2.0,2.0,2.0,2.0,9.0,9.0
total of function:matrix_mult---feature:FunctionCall,1.16,1.0,1.0,1.2543999999999413,1.119999999999974,1.0,1.0,1.0,1.0,1.0,9.0,9.0
total of function:matrix_mult---feature:PointerDereferencing,0.04,0.0,0.0,0.07839999999999633,0.2799999999999935,0.0,0.0,0.0,0.0,0.0,2.0,2.0
total of function:matrix_mult---feature:CyclomaticComplexity,5.54,5.0,5.0,14.288400000000468,3.780000000000062,5.0,5.0,5.0,5.0,5.0,32.0,32.0
total of function:matrix_mult---feature:SCALAR_INPUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:RANGE_SCALAR_VALUES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:SCALAR_INDEX_INPUT,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
total of function:matrix_mult---feature:RANGE_SCALAR_INDEX_VALUES,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
total of function:matrix_mult---feature:ARRAY_INPUT,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
total of function:matrix_mult---feature:RANGE_ARRAY_INPUT,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
total of function:matrix_mult---feature:cInstr,9507.337,8999,3796.5,488948842.8274332,22112.187653586727,3796.5,39,854.0,3796.5,8999.0,136265.09,186604
total of function:matrix_mult---feature:assemblyInstr,441053.102,2746.0,79086.0,445007131913.8341,667088.5487803206,79086.0,2700.0,41800.0,79086.0,649543.0,2725480.8,2734234.0
total of function:matrix_mult---feature:clockCycles,538050.083,7543.0,101685.0,649947371564.5535,806193.1353990516,101685.0,7409.0,54526.0,101685.0,791491.5,3301733.27,3312056.0
total of function:matrix_mult---feature:text,11991.152,11984.0,11984.0,261.9368959999923,16.184464649780427,11984.0,11968.0,11984.0,11984.0,12000.0,12016.0,12016.0
total of function:matrix_mult---feature:data,448.72,656.0,384.0,60412.921599999885,245.7904017654064,384.0,152.0,216.0,384.0,656.0,944.0,944.0
total of function:matrix_mult---feature:bss,525.184,384.0,496.0,15011.590143999902,122.52179456733361,496.0,376.0,408.0,496.0,624.0,768.0,768.0
total of function:matrix_mult---feature:CC4CS,1106.9127271264383,6.087974172719935,55.77981947948227,18491040.697213046,4300.121009601131,55.77981947948227,0.0540542512366305,10.669302506166597,55.77981947948227,307.8604499998645,25823.80559738134,44023.5641025641
total of function:matrix_mult---feature:SS_VAL_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:SV_VAL_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:V_VAL_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:matrix_mult---feature:M_VAL_1,25.236856626681984,26.480323791503903,22.940284729003906,360.13324948649034,18.97717706842855,22.940284729003906,0.2462549656629562,7.4781694412231445,22.940284729003906,39.27903747558594,70.71324043273925,85.49108123779297
total of function:matrix_mult---feature:M_VAL_2,13.823291653640219,0.0,10.166707038879395,156.33659264257406,12.503463225945604,10.166707038879395,0.0,3.8161341547966003,10.166707038879395,21.40001106262207,50.408149452209464,69.46331787109375
total of function:matrix_mult---feature:M_VAL_3,11.726884242625907,0.0,9.728939533233643,84.05539209585447,9.1681727784687,9.728939533233643,0.0,4.270877480506897,9.728939533233643,17.245078086853027,38.75353397369384,50.029579162597656
total of function:matrix_mult---feature:M_VAL_4,6.816308771875978,0.0,2.27410089969635,86.64110448784679,9.30812035202848,2.27410089969635,0.0,0.0,2.27410089969635,11.106476306915283,35.69852668762207,68.46825408935547
total of function:matrix_mult---feature:M_VAL_5,2.9376773363838438,0.0,0.0,42.17502065996579,6.494229797286649,0.0,0.0,0.0,0.0,2.208363234996795,27.880912284851075,56.99557876586914
total of function:matrix_mult---feature:M_VAL_6,24.141849093465133,0.0,22.503153800964355,430.1785714323958,20.740746645971928,22.503153800964355,0.0,3.251555025577545,22.503153800964355,40.74980926513672,71.3616202545166,97.8841781616211
total of function:matrix_mult---feature:M_VAL_7,0.0845707674913574,0.0,0.0,0.24291978428008437,0.49286893215142336,0.0,0.0,0.0,0.0,0.0,1.3479976987838744,17.581483840942383
total of function:matrix_mult---feature:M_VAL_8,5.197815401869942,0.0,3.091907024383545,42.000317143719606,6.480765166530848,3.091907024383545,0.0,0.0,3.091907024383545,7.765425443649292,27.521176414489744,50.2191162109375
total of function:matrix_mult---feature:M_VAL_9,19.33727815359831,0.0,16.798673629760742,308.69473523879964,17.569710732928975,16.798673629760742,0.0,2.5934990644454956,16.798673629760742,31.755872249603268,62.69194240570067,88.09954833984375
total of function:matrix_mult---feature:M_VAL_10,6.201539549866226,0.0,1.2358688116073608,85.16495352184724,9.228485982101681,1.2358688116073608,0.0,0.0,1.2358688116073608,9.819157838821411,38.056303825378414,56.393798828125
total of function:matrix_mult---feature:M_VAL_11,9.699536120034754,0.0,7.9236133098602295,75.7547915006828,8.703722852933842,7.9236133098602295,0.0,2.389904797077179,7.9236133098602295,14.701510190963745,34.600066032409664,42.38821029663086
total of function:matrix_mult---feature:M_VAL_12,5.8353368322202,0.0,1.7539628744125366,63.99540074449281,7.9997125413662715,1.7539628744125366,0.0,0.0,1.7539628744125366,9.336652755737305,32.40870048522949,46.12563705444336
total of function:matrix_mult---feature:M_VAL_13,1.3966973857469858,0.0,0.0,17.83833636074378,4.223545472792234,0.0,0.0,0.0,0.0,0.0,21.516301116943357,36.40187072753906
total of function:matrix_mult---feature:M_VAL_14,18.197821585437282,0.0,13.683608055114746,324.72994120930565,18.020264737492223,13.683608055114746,0.0,0.0,13.683608055114746,31.657159328460693,62.57131183624267,90.22708129882812
total of function:matrix_mult---feature:M_VAL_15,0.07414282927679597,0.0,0.0,0.3566212815965778,0.5971777638162508,0.0,0.0,0.0,0.0,0.0,1.2333916497230524,16.455778121948242
total of function:matrix_mult---feature:M_VAL_16,5.4578869449995695,0.0,3.6898189783096313,36.60048005404345,6.049833060014421,3.6898189783096313,0.0,0.0,3.6898189783096313,8.973848581314087,24.421920566558835,38.62975692749024
total of function:matrix_mult---feature:M_VAL_17,17.64273245907109,0.0,12.114201545715332,277.42307381679944,16.656022148664412,12.114201545715332,0.0,3.3646461963653564,12.114201545715332,29.77672576904297,60.295716514587404,78.66755676269531
total of function:matrix_mult---feature:M_VAL_18,14.412840938463342,0.0,12.931484699249268,154.00407380583516,12.40983778322002,12.931484699249268,0.0,2.480317234992981,12.931484699249268,22.96037530899048,47.66058990478514,62.12916946411133
total of function:matrix_mult---feature:M_VAL_19,10.426486336663366,0.0,8.316338062286377,86.32853999438596,9.291315299481875,8.316338062286377,0.0,2.725807249546051,8.316338062286377,15.887210369110107,37.73243553161622,50.063926696777344
total of function:matrix_mult---feature:M_VAL_20,3.3458741994898302,0.0,0.0,41.049044006187856,6.406952786324233,0.0,0.0,0.0,0.0,4.199755907058716,27.121161727905264,47.90639114379883
total of function:matrix_mult---feature:M_VAL_21,1.8663811964979395,0.0,0.0,22.037422351903594,4.694403300942899,0.0,0.0,0.0,0.0,0.0,22.752367305755616,33.92332077026367
total of function:matrix_mult---feature:M_VAL_22,17.03309074518783,0.0,10.608087539672852,331.7791057576928,18.214804576434325,10.608087539672852,0.0,0.0,10.608087539672852,31.57552433013916,60.59442813873291,79.52821350097656
total of function:matrix_mult---feature:M_VAL_23,0.12524048512091396,0.0,0.0,0.173438102380811,0.4164590044419871,0.0,0.0,0.0,0.0,0.0,2.1985738921165465,5.277816295623779
total of function:matrix_mult---feature:M_VAL_24,2.772446519123623,0.0,0.1136599779129028,24.74040347737465,4.973972605209507,0.1136599779129028,0.0,0.0,0.1136599779129028,3.3952049612998962,21.620929527282712,38.87408065795898
total of function:matrix_mult---feature:M_VAL_25,14.607736201520078,0.0,9.429548740386963,226.10967153129283,15.036943556830053,9.429548740386963,0.0,1.4351032078266144,9.429548740386963,24.995182514190674,56.247807846069335,98.95088958740234
total of function:matrix_mult---feature:M_VAL_26,7.601229363777558,0.0,4.363662481307983,79.8354466763666,8.935068364392441,4.363662481307983,0.0,0.1061579585075378,4.363662481307983,11.652842521667479,36.49315711975098,55.865478515625
total of function:matrix_mult---feature:M_VAL_27,7.8327364262568295,0.0,5.1169819831848145,68.52762635773782,8.27814147968841,5.1169819831848145,0.0,0.9676077216863632,5.1169819831848145,12.313945531845091,34.58348693847656,45.00535583496094
total of function:matrix_mult---feature:M_VAL_28,2.978492601751961,0.0,0.0,31.62001152335799,5.623167392436223,0.0,0.0,0.0,0.0,3.4384913444519043,23.520573959350582,41.34676742553711
total of function:matrix_mult---feature:M_VAL_29,1.0455816762659234,0.0,0.0,11.084022220092953,3.3292675200549673,0.0,0.0,0.0,0.0,0.0,17.87937381744384,32.241004943847656
total of function:matrix_mult---feature:M_VAL_30,13.234177146804985,0.0,5.1826393604278564,259.53961938414153,16.110233374602043,5.1826393604278564,0.0,0.0,5.1826393604278564,24.514219284057617,55.990968208312985,72.96662902832031
total of function:matrix_mult---feature:M_VAL_31,0.0820285268370062,0.0,0.0,0.0846066982812165,0.2908723057996696,0.0,0.0,0.0,0.0,0.0,1.352659505605697,3.1942241191864014
total of function:matrix_mult---feature:M_VAL_32,3.3106940180242237,0.0,0.9569020569324493,21.451558366474572,4.631582706427099,0.9569020569324493,0.0,0.0,0.9569020569324493,5.435723662376404,20.31486686706543,33.81367874145508
total of function:kruskal---feature:Total_Operands,463.851,550.0,385.0,57654.72279900004,240.11397876633512,385.0,193.0,253.0,385.0,630.0,973.0,973.0
total of function:kruskal---feature:DistinctOperands,112.952,153.0,130.5,1714.2196959999976,41.40313630632343,130.5,31.0,78.0,130.5,149.25,153.0,153.0
total of function:kruskal---feature:ProgramLength,1251.215,563.0,1062.0,369291.5467749996,607.6936290393372,1062.0,561.0,711.0,1062.0,1676.25,2544.0299999999997,2570.0
total of function:kruskal---feature:VocabularySize,145.332,185.0,164.0,1738.127775999999,41.690859621744416,164.0,63.0,110.0,164.0,182.0,185.0,198.0
total of function:kruskal---feature:ProgramVolume,9123.910679999979,3390.59,7786.165,23209866.709482595,4817.6619546708125,7786.165,3371.19,4869.02,7786.165,12580.7,19159.83,19355.65
total of function:kruskal---feature:Effort,645492.6287599998,317277.32,388436.70999999996,245993775376.57266,495977.59563973517,388436.70999999996,238516.49,278055.49,388436.70999999996,853402.8300000001,1952609.78,1977285.53
total of function:kruskal---feature:ProgramLevel,0.015979999999999737,0.02,0.02,2.4039600000000308e-05,0.004903019477832033,0.02,0.01,0.01,0.02,0.02,0.02,0.02
total of function:kruskal---feature:ProgramLevel.1,0.015979999999999737,0.02,0.02,2.4039600000000308e-05,0.004903019477832033,0.02,0.01,0.01,0.02,0.02,0.02,0.02
total of function:kruskal---feature:DifficultyLevel,66.00322,93.58,60.44,295.23413823160024,17.182378712844162,60.44,43.89,50.6,60.44,80.0,101.75,103.1
total of function:kruskal---feature:TimeToImplement,35860.70171000004,17626.52,21579.815000000002,759240043.8546327,27554.310803477423,21579.815000000002,13250.92,15447.53,21579.815000000002,47411.270000000004,108478.32,109849.2
total of function:kruskal---feature:BugsDelivered,3.0413035599999976,1.1301966666666667,2.595388333333333,2.5788740788313924,1.605887318223602,2.595388333333333,1.12373,1.6230066666666667,2.595388333333333,4.193566666666666,6.386610000000001,6.451883333333334
total of function:kruskal---feature:Sloc,120.0,122.0,122.0,196.0,14.0,122.0,22.0,122.0,122.0,122.0,122.0,122.0
total of function:kruskal---feature:DecisionPoint,22.6,23.0,23.0,7.839999999999856,2.799999999999974,23.0,3.0,23.0,23.0,23.0,23.0,23.0
total of function:kruskal---feature:GlobalVariables,9.82,10.0,10.0,1.5876000000000519,1.2600000000000207,10.0,1.0,10.0,10.0,10.0,10.0,10.0
total of function:kruskal---feature:If,22.6,23.0,23.0,7.839999999999856,2.799999999999974,23.0,3.0,23.0,23.0,23.0,23.0,23.0
total of function:kruskal---feature:Loop,11.8,12.0,12.0,1.959999999999964,1.399999999999987,12.0,2.0,12.0,12.0,12.0,12.0,12.0
total of function:kruskal---feature:Goto,0.98,1.0,1.0,0.019599999999999083,0.13999999999999674,1.0,0.0,1.0,1.0,1.0,1.0,1.0
total of function:kruskal---feature:Assignment,44.28,45.0,45.0,25.40160000000083,5.040000000000083,45.0,9.0,45.0,45.0,45.0,45.0,45.0
total of function:kruskal---feature:ExitPoint,8.86,9.0,9.0,0.9603999999999694,0.9799999999999843,9.0,2.0,9.0,9.0,9.0,9.0,9.0
total of function:kruskal---feature:Function,8.86,9.0,9.0,0.9603999999999694,0.9799999999999843,9.0,2.0,9.0,9.0,9.0,9.0,9.0
total of function:kruskal---feature:FunctionCall,8.84,9.0,9.0,1.2543999999999413,1.119999999999974,9.0,1.0,9.0,9.0,9.0,9.0,9.0
total of function:kruskal---feature:PointerDereferencing,2.06,2.0,2.0,0.1764000000000056,0.4200000000000067,2.0,2.0,2.0,2.0,2.0,5.0,5.0
